"term_id","term_name","source","p_value","intersection_size","query_size","term_size","precision","recall"
"GO:0009451","RNA modification","GO:BP",2.34702092506799e-26,235,5595,469,0.0420017873100983,0.501066098081023
"GO:0015979","photosynthesis","GO:BP",2.2744031491339e-13,152,5595,323,0.0271671134941912,0.470588235294118
"GO:0009266","response to temperature stimulus","GO:BP",1.33522414011463e-10,117,5595,245,0.020911528150134,0.477551020408163
"GO:0009408","response to heat","GO:BP",2.40950336954976e-10,74,5595,133,0.0132260947274352,0.556390977443609
"GO:0019684","photosynthesis, light reaction","GO:BP",1.95118916914238e-09,71,5595,130,0.0126899016979446,0.546153846153846
"GO:0009765","photosynthesis, light harvesting","GO:BP",5.11542868956234e-08,30,5595,40,0.00536193029490617,0.75
"GO:0033014","tetrapyrrole biosynthetic process","GO:BP",5.11542868956234e-08,39,5595,59,0.00697050938337802,0.661016949152542
"GO:0006779","porphyrin-containing compound biosynthetic process","GO:BP",5.11542868956234e-08,38,5595,57,0.00679177837354781,0.666666666666667
"GO:0009628","response to abiotic stimulus","GO:BP",9.06799961422176e-08,260,5595,716,0.0464700625558534,0.363128491620112
"GO:0009768","photosynthesis, light harvesting in photosystem I","GO:BP",2.82181343075204e-07,19,5595,21,0.00339588918677391,0.904761904761905
"GO:0033013","tetrapyrrole metabolic process","GO:BP",2.93298078341114e-07,49,5595,86,0.00875781948168007,0.569767441860465
"GO:0006778","porphyrin-containing compound metabolic process","GO:BP",3.47881769512561e-07,48,5595,84,0.00857908847184987,0.571428571428571
"GO:0043412","macromolecule modification","GO:BP",2.39876838370207e-06,1011,5595,3390,0.180697050938338,0.298230088495575
"GO:0051259","protein complex oligomerization","GO:BP",3.93939584989983e-06,27,5595,39,0.00482573726541555,0.692307692307692
"GO:0042542","response to hydrogen peroxide","GO:BP",3.93939584989983e-06,27,5595,39,0.00482573726541555,0.692307692307692
"GO:0015995","chlorophyll biosynthetic process","GO:BP",5.45940583955135e-06,22,5595,29,0.00393208221626452,0.758620689655172
"GO:0006457","protein folding","GO:BP",1.17913601858884e-05,152,5595,401,0.0271671134941912,0.379052369077307
"GO:0015994","chlorophyll metabolic process","GO:BP",1.17913601858884e-05,29,5595,45,0.00518319928507596,0.644444444444444
"GO:0009651","response to salt stress","GO:BP",1.78198458568381e-05,48,5595,93,0.00857908847184987,0.516129032258065
"GO:0000302","response to reactive oxygen species","GO:BP",2.23231810476036e-05,47,5595,91,0.00840035746201966,0.516483516483517
"GO:0006970","response to osmotic stress","GO:BP",4.40643473154469e-05,57,5595,120,0.0101876675603217,0.475
"GO:0042440","pigment metabolic process","GO:BP",8.86467044149756e-05,53,5595,111,0.00947274352100089,0.477477477477477
"GO:0046148","pigment biosynthetic process","GO:BP",9.03405348008062e-05,43,5595,84,0.00768543342269884,0.511904761904762
"GO:0009657","plastid organization","GO:BP",0.000133450870826627,73,5595,170,0.013047363717605,0.429411764705882
"GO:1901700","response to oxygen-containing compound","GO:BP",0.000213366863406281,205,5595,595,0.0366398570151921,0.34453781512605
"GO:1900864","mitochondrial RNA modification","GO:BP",0.000267625046279533,16,5595,21,0.00285969615728329,0.761904761904762
"GO:0006091","generation of precursor metabolites and energy","GO:BP",0.000344502202902135,223,5595,660,0.0398570151921358,0.337878787878788
"GO:0044281","small molecule metabolic process","GO:BP",0.00034514986189973,585,5595,1932,0.10455764075067,0.302795031055901
"GO:0043436","oxoacid metabolic process","GO:BP",0.000472515647129371,343,5595,1077,0.0613047363717605,0.318477251624884
"GO:0006082","organic acid metabolic process","GO:BP",0.000500506115970632,343,5595,1078,0.0613047363717605,0.318181818181818
"GO:0045910","negative regulation of DNA recombination","GO:BP",0.000666623769522697,15,5595,20,0.00268096514745308,0.75
"GO:0006790","sulfur compound metabolic process","GO:BP",0.000788406440861783,121,5595,329,0.0216264521894549,0.367781155015198
"GO:0061077","chaperone-mediated protein folding","GO:BP",0.000862790266368232,42,5595,88,0.00750670241286863,0.477272727272727
"GO:0019752","carboxylic acid metabolic process","GO:BP",0.000992200608246065,335,5595,1059,0.0598748882931189,0.316336166194523
"GO:0051053","negative regulation of DNA metabolic process","GO:BP",0.00133988701143478,16,5595,23,0.00285969615728329,0.695652173913043
"GO:0000018","regulation of DNA recombination","GO:BP",0.00133988701143478,16,5595,23,0.00285969615728329,0.695652173913043
"GO:0000959","mitochondrial RNA metabolic process","GO:BP",0.00158297273141695,24,5595,42,0.00428954423592493,0.571428571428571
"GO:0044272","sulfur compound biosynthetic process","GO:BP",0.0016746669808369,64,5595,155,0.0114387846291332,0.412903225806452
"GO:0035383","thioester metabolic process","GO:BP",0.0016746669808369,29,5595,55,0.00518319928507596,0.527272727272727
"GO:0006637","acyl-CoA metabolic process","GO:BP",0.0016746669808369,29,5595,55,0.00518319928507596,0.527272727272727
"GO:0009658","chloroplast organization","GO:BP",0.00211772601077212,58,5595,138,0.0103663985701519,0.420289855072464
"GO:0044283","small molecule biosynthetic process","GO:BP",0.00233975230703276,241,5595,743,0.0430741733690795,0.32436069986541
"GO:0051604","protein maturation","GO:BP",0.00264768041065731,184,5595,549,0.0328865058087578,0.335154826958106
"GO:0080156","mitochondrial mRNA modification","GO:BP",0.00395375573663416,13,5595,18,0.00232350312779267,0.722222222222222
"GO:0046501","protoporphyrinogen IX metabolic process","GO:BP",0.00411331355760855,12,5595,16,0.00214477211796247,0.75
"GO:0006782","protoporphyrinogen IX biosynthetic process","GO:BP",0.00411331355760855,12,5595,16,0.00214477211796247,0.75
"GO:0010207","photosystem II assembly","GO:BP",0.00411331355760855,11,5595,14,0.00196604110813226,0.785714285714286
"GO:0046394","carboxylic acid biosynthetic process","GO:BP",0.00451148998942607,182,5595,548,0.0325290437890974,0.332116788321168
"GO:0016053","organic acid biosynthetic process","GO:BP",0.00451148998942607,182,5595,548,0.0325290437890974,0.332116788321168
"GO:0009735","response to cytokinin","GO:BP",0.0047605248607034,38,5595,83,0.00679177837354781,0.457831325301205
"GO:0032787","monocarboxylic acid metabolic process","GO:BP",0.00523378915058046,173,5595,519,0.0309204647006256,0.333333333333333
"GO:0006084","acetyl-CoA metabolic process","GO:BP",0.00556568144202976,22,5595,40,0.00393208221626452,0.55
"GO:0006783","heme biosynthetic process","GO:BP",0.00863406158914144,16,5595,26,0.00285969615728329,0.615384615384615
"GO:0009845","seed germination","GO:BP",0.00932047897541423,20,5595,36,0.00357462019660411,0.555555555555556
"GO:0043467","regulation of generation of precursor metabolites and energy","GO:BP",0.0100804227341473,11,5595,15,0.00196604110813226,0.733333333333333
"GO:0034605","cellular response to heat","GO:BP",0.0112040468351408,27,5595,55,0.00482573726541555,0.490909090909091
"GO:0034219","carbohydrate transmembrane transport","GO:BP",0.0129687554074508,35,5595,78,0.00625558534405719,0.448717948717949
"GO:0008610","lipid biosynthetic process","GO:BP",0.0145046085227762,231,5595,731,0.0412868632707775,0.316005471956224
"GO:0090351","seedling development","GO:BP",0.0166779914924134,21,5595,40,0.00375335120643432,0.525
"GO:0009737","response to abscisic acid","GO:BP",0.0166779914924134,67,5595,177,0.0119749776586238,0.378531073446328
"GO:0042549","photosystem II stabilization","GO:BP",0.0169509056582741,6,5595,6,0.00107238605898123,1
"GO:0048511","rhythmic process","GO:BP",0.0211782656027156,27,5595,57,0.00482573726541555,0.473684210526316
"GO:0006098","pentose-phosphate shunt","GO:BP",0.0226624897830858,14,5595,23,0.00250223413762288,0.608695652173913
"GO:0050896","response to stimulus","GO:BP",0.0232439159499098,1276,5595,4589,0.228060768543342,0.278056221398998
"GO:0097305","response to alcohol","GO:BP",0.0265422134645163,67,5595,180,0.0119749776586238,0.372222222222222
"GO:0010109","regulation of photosynthesis","GO:BP",0.0265624961313841,13,5595,21,0.00232350312779267,0.619047619047619
"GO:0009644","response to high light intensity","GO:BP",0.0265624961313841,13,5595,21,0.00232350312779267,0.619047619047619
"GO:0000963","mitochondrial RNA processing","GO:BP",0.0265624961313841,13,5595,21,0.00232350312779267,0.619047619047619
"GO:0042548","regulation of photosynthesis, light reaction","GO:BP",0.0265624961313841,9,5595,12,0.00160857908847185,0.75
"GO:0016556","mRNA modification","GO:BP",0.0276702976020501,17,5595,31,0.00303842716711349,0.548387096774194
"GO:0051085","chaperone cofactor-dependent protein refolding","GO:BP",0.0284391744424886,29,5595,64,0.00518319928507596,0.453125
"GO:0051084","'de novo' post-translational protein folding","GO:BP",0.0284391744424886,29,5595,64,0.00518319928507596,0.453125
"GO:0009736","cytokinin-activated signaling pathway","GO:BP",0.0308615991338821,33,5595,76,0.00589812332439678,0.43421052631579
"GO:0071368","cellular response to cytokinin stimulus","GO:BP",0.0308615991338821,33,5595,76,0.00589812332439678,0.43421052631579
"GO:0072330","monocarboxylic acid biosynthetic process","GO:BP",0.0324156764572924,79,5595,221,0.0141197497765862,0.357466063348416
"GO:0009642","response to light intensity","GO:BP",0.0330691992780704,22,5595,45,0.00393208221626452,0.488888888888889
"GO:0006633","fatty acid biosynthetic process","GO:BP",0.0330691992780704,61,5595,163,0.0109025915996425,0.374233128834356
"GO:0045454","cell redox homeostasis","GO:BP",0.0330691992780704,22,5595,45,0.00393208221626452,0.488888888888889
"GO:0006740","NADPH regeneration","GO:BP",0.0330691992780704,14,5595,24,0.00250223413762288,0.583333333333333
"GO:1901135","carbohydrate derivative metabolic process","GO:BP",0.0331950940153807,259,5595,844,0.0462913315460232,0.306872037914692
"GO:0042168","heme metabolic process","GO:BP",0.0336390250323231,19,5595,37,0.00339588918677391,0.513513513513513
