"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene:Zm00001eb058970",1610.39707737417,3.33543508176387,0.262955139951637,12.6844262575637,7.21401653620221e-37,6.86400314129759e-34
"gene:Zm00001eb420440",2436.63340959936,5.90339113957953,0.466199706983066,12.6627946160291,9.50542870865776e-37,8.7212308401935e-34
"gene:Zm00001eb253070",1235.8612359242,2.41459440039679,0.191171712127481,12.6305004727198,1.43363507724067e-36,1.27000293566596e-33
"gene:Zm00001eb141210",3818.31337356958,2.64077732467416,0.213183226449586,12.3873597780389,3.05951123972473e-35,2.61996145828428e-32
"gene:Zm00001eb022380",1339.92144659455,3.66563980742566,0.296809090968966,12.3501601499428,4.86145563322958e-35,4.02873532960219e-32
"gene:Zm00001eb002200",342.079328183595,3.55876679648898,0.288394400229073,12.3399302956723,5.52036535785833e-35,4.43181831385564e-32
"gene:Zm00001eb312330",580.972386517121,2.72421619962039,0.220853077672656,12.3349705076701,5.87104169388347e-35,4.5705170035111e-32
"gene:Zm00001eb246020",2016.25630376873,2.52476328126183,0.205453807512476,12.2887149760343,1.04148419418556e-34,7.8693320437138e-32
"gene:Zm00001eb293570",2309.06723191072,2.42108257685836,0.201080827309088,12.0403452146974,2.18041292090453e-33,1.60042308394392e-30
"gene:Zm00001eb231420",504.427601509299,3.66124524039032,0.304825963614352,12.0109363289746,3.11300275318392e-33,2.22147335359153e-30
"gene:Zm00001eb032280",497.281698774599,2.88914572812816,0.242401948404518,11.9188222171663,9.44340642593134e-33,6.55678678600476e-30
"gene:Zm00001eb107480",3682.95920149759,2.70055885618359,0.227139190152261,11.8894447689687,1.34296373386029e-32,9.07914166391337e-30
"gene:Zm00001eb389680",1628.71943040965,2.31628026829875,0.196121180786514,11.8104544292955,3.44693224913903e-32,2.27055614052261e-29
"gene:Zm00001eb290310",936.795161216303,2.40380929460917,0.204178768410599,11.7730619756466,5.37379530807856e-32,3.45132003661346e-29
"gene:Zm00001eb319700",332.427102457175,3.2099088198752,0.276015851097721,11.6294365236972,2.92018792642034e-31,1.82974702023753e-28
"gene:Zm00001eb157160",2301.45817735402,1.8391603457319,0.158974453165389,11.5689049977013,5.9233801434909e-31,3.6231341877686e-28
"gene:Zm00001eb230220",3769.58874783599,2.10798054233215,0.184917604091246,11.3995665944925,4.20205747597931e-30,2.51048503623043e-27
"gene:Zm00001eb357920",215.928218343477,4.02876083292802,0.355118630429246,11.3448309598916,7.86781357487344e-30,4.59373024405679e-27
"gene:Zm00001eb048780",3402.38991143416,4.02077180639107,0.355283546871118,11.3170785469827,1.08011655694598e-29,6.16626541065381e-27
"gene:Zm00001eb196960",2731.22221480349,5.31795907792027,0.473124781452075,11.2400772193729,2.59155562417472e-29,1.44732747793584e-26
"gene:Zm00001eb243190",1006.7047312607,2.13630240554959,0.191033194225217,11.1828858550678,4.94551589541085e-29,2.70319794368308e-26
"gene:Zm00001eb081380",2021.14659536613,2.41237499336264,0.217562125104616,11.0882121242502,1.43119568634251e-28,7.65987857961229e-26
"gene:Zm00001eb342420",762.324206245123,2.67062869679862,0.24095718033809,11.0834161200402,1.50999102276438e-28,7.91666721935041e-26
"gene:Zm00001eb234120",9715.5107487975,2.10738853242758,0.191667297211956,10.9950344324891,4.03759390300432e-28,2.07451574736362e-25
"gene:Zm00001eb255370",464.112920266643,2.62919483129806,0.239773434596902,10.9653299821065,5.60955493272635e-28,2.82567580826941e-25
"gene:Zm00001eb161250",1152.97956980533,4.43736556311454,0.407037539447994,10.9016125862305,1.13232461496089e-27,5.59411910737409e-25
"gene:Zm00001eb123210",1440.72906687149,3.08785712866235,0.284207415944063,10.8648013930435,1.69591782088311e-27,8.22040166386547e-25
"gene:Zm00001eb327420",1827.4248889386,2.38489950645259,0.220679229526134,10.8070864284496,3.18629684380551e-27,1.51585122069192e-24
"gene:Zm00001eb038210",374.755341726953,3.61911524241717,0.336013434465464,10.7707456643051,4.73153484809948e-27,2.2100569135941e-24
"gene:Zm00001eb158480",2486.20701139134,-4.83124565094707,0.451425383857215,-10.7022020110309,9.93878460898132e-27,4.55941743937018e-24
"gene:Zm00001eb026440",446.739760094645,3.92047622522738,0.368412185482368,10.6415487318755,1.9092904452932e-26,8.60520553326004e-24
"gene:Zm00001eb145810",6003.56190267106,1.69383777659695,0.159271085935392,10.6349358180684,2.0496981645688e-26,9.0787492840987e-24
"gene:Zm00001eb145270",1806.44410403626,2.51697140409882,0.236740779346005,10.631761080841,2.12069557266002e-26,9.23401173926032e-24
"gene:Zm00001eb081640",645.697402110177,3.18832270632986,0.300484629720474,10.6106016447357,2.66030475980798e-26,1.13905382132445e-23
"gene:Zm00001eb043980",454.546566983511,4.01945746666279,0.379620143137851,10.5881037645655,3.38376846775004e-26,1.4250657694508e-23
"gene:Zm00001eb159250",1248.15907784404,3.00447909812164,0.284802368362386,10.549347308442,5.11511846085854e-26,2.11947408482993e-23
"gene:Zm00001eb128000",1363.98342008568,2.08505785012205,0.19883096291755,10.486585285948,9.95617771729457e-26,4.05990802471901e-23
"gene:Zm00001eb342430",2389.47913438912,2.6632895069561,0.256202680246127,10.3952445165583,2.60617633473553e-25,1.04613546936493e-22
"gene:Zm00001eb311590",1310.17024469828,2.76926118976668,0.266701577584639,10.3833701129415,2.95167750872071e-25,1.15629126025521e-22
"gene:Zm00001eb324690",1799.80699314001,1.84660282812913,0.177852796652298,10.3827595791998,2.97061982004063e-25,1.15629126025521e-22
"gene:Zm00001eb038410",7761.21105506665,1.56866874992121,0.151552640803023,10.3506526947297,4.15642467944976e-25,1.59370970171738e-22
"gene:Zm00001eb391190",206.139694087994,4.59065034697636,0.444621536356015,10.3248492742838,5.44041835479637e-25,2.05535805198116e-22
"gene:Zm00001eb072680",592.622753396075,2.20136612273336,0.21329293393102,10.3208581839157,5.6713948481149e-25,2.11156715431988e-22
"gene:Zm00001eb256080",373.114038539865,3.1362125660141,0.304510019230833,10.2992097729195,7.10424803813293e-25,2.60725902999478e-22
"gene:Zm00001eb379080",281.589350242297,3.12674552581533,0.304463290274763,10.2696963006397,9.65079886571841e-25,3.49195806845501e-22
"gene:Zm00001eb083870",276.704162322927,6.52748180028788,0.637780289012041,10.2346872625984,1.38642387185509e-24,4.9468373983274e-22
"gene:Zm00001eb230910",2291.50903772162,1.71609516953308,0.168434165826449,10.1885217949267,2.23131086382177e-24,7.74626703940287e-22
"gene:Zm00001eb251370",601.119087661635,3.44228531997692,0.337817232052773,10.1897860540139,2.20248378658701e-24,7.74626703940287e-22
"gene:Zm00001eb347800",564.049268861373,3.64434247627402,0.360334532462721,10.113775250367,4.79982506005955e-24,1.64410007723907e-21
"gene:Zm00001eb417610",1499.15563024021,1.81712369601323,0.17974019594066,10.1097235735358,5.00252218602492e-24,1.69098414419711e-21
"gene:Zm00001eb036720",1697.67150746488,2.68552456611244,0.266431372528397,10.0796108980229,6.79948467482856e-24,2.26855534151098e-21
"gene:Zm00001eb157350",868.649274923426,2.26277242618488,0.225397237444497,10.0390424116981,1.0266594527186e-23,3.38139504363346e-21
"gene:Zm00001eb256350",715.92008791832,2.34758929280421,0.235214757879931,9.98062074830599,1.85303837625139e-23,6.0258931501137e-21
"gene:Zm00001eb347790",626.817661962194,3.0148980704941,0.302140539127354,9.97846260287271,1.89378235830666e-23,6.08140859811226e-21
"gene:Zm00001eb256330",1167.30349454962,1.80851580680756,0.181568089254993,9.96053774772996,2.26832440130985e-23,7.1942288727963e-21
"gene:Zm00001eb207430",737.172484912231,2.66474561039955,0.269248828630316,9.89696268672833,4.29109389796625e-23,1.34436831998479e-20
"gene:Zm00001eb213280",693.308318876007,3.98197414629467,0.405460132066091,9.82087715012534,9.15434994198118e-23,2.83343674710237e-20
"gene:Zm00001eb273340",790.417491358912,1.94081204450003,0.197934494572578,9.80532498234352,1.06802653135498e-22,3.26638114172732e-20
"gene:Zm00001eb052000",1274.73535482197,4.66526458556781,0.476201043674419,9.79683822103818,1.16164925550115e-22,3.51091404397935e-20
"gene:Zm00001eb373710",773.761541213646,2.26273270012848,0.231257277250159,9.78448214488317,1.31265510352994e-22,3.92117553600977e-20
"gene:Zm00001eb346060",425.545544640121,2.35768165242458,0.241067413239716,9.78017568090018,1.36972584240001e-22,4.04462722888002e-20
"gene:Zm00001eb190130",493.325436444234,3.13927619329709,0.322595601346375,9.73130501530432,2.21729821718771e-22,6.47299899994912e-20
"gene:Zm00001eb222960",698.20253918224,3.35309847776233,0.345931962040928,9.6929420975724,3.23084983687568e-22,9.32590250666699e-20
"gene:Zm00001eb247370",163.004668374721,4.70476580015377,0.485987496394572,9.68083713070262,3.63725397651783e-22,1.03823394063048e-19
"gene:Zm00001eb187340",2239.01591858997,4.5360785036752,0.469031800375613,9.67115342721451,3.99845861921491e-22,1.12879562557836e-19
"gene:Zm00001eb014210",1048.82324496349,3.32479875692154,0.345308933575161,9.62847593457311,6.06219053688852e-22,1.69280081405072e-19
"gene:Zm00001eb034130",3140.44222490847,-2.79522531146029,0.290491785780082,-9.62239019583304,6.43188962360038e-22,1.77672305839026e-19
"gene:Zm00001eb315750",2226.14974279756,-1.53386194522573,0.159480588587482,-9.61785982113016,6.72150711099953e-22,1.83697359235721e-19
"gene:Zm00001eb417550",1195.43233947366,1.80792964362948,0.188098902296683,9.61159061299507,7.14367791889596e-22,1.93180090248881e-19
"gene:Zm00001eb101840",2542.05250766444,1.55386875907508,0.16225381949079,9.57677769282517,1.00119862789362e-21,2.67086035718073e-19
"gene:Zm00001eb223620",2068.50855708669,3.73186258217783,0.389708698224505,9.57603101798864,1.00846031392188e-21,2.67086035718073e-19
"gene:Zm00001eb069310",602.054172553057,3.66134494172172,0.384249789552883,9.52855418862324,1.5948889241048e-21,4.1386562081063e-19
"gene:Zm00001eb360930",382.4934065673,3.42887550541819,0.359826539716426,9.52924569744197,1.58430166875387e-21,4.1386562081063e-19
"gene:Zm00001eb143060",1278.13749015111,2.13481606172273,0.225508080356709,9.46669431244272,2.88839842280674e-21,7.4202955481905e-19
"gene:Zm00001eb072660",711.786949581548,2.18883927237976,0.232537869351514,9.4128293102704,4.82958107691469e-21,1.22843502837563e-18
"gene:Zm00001eb350580",190.232386357272,4.27919034331813,0.455567170313778,9.39310517123255,5.82569231821377e-21,1.46727485936188e-18
"gene:Zm00001eb011640",501.77397628854,2.10647250830147,0.224680507999057,9.37541278974816,6.89056090528397e-21,1.71862630734704e-18
"gene:Zm00001eb001080",1269.42068286885,2.43048205769893,0.259321108947937,9.37248058038691,7.0847523849379e-21,1.75007008431783e-18
"gene:Zm00001eb371850",2724.87856293692,3.03771999845615,0.324645413812823,9.35703961679117,8.20020421772186e-21,2.00631663193595e-18
"gene:Zm00001eb225430",145.595929796503,4.30740595908315,0.46734198133296,9.216817943035,3.06047561338118e-20,7.4173225007323e-18
"gene:Zm00001eb061210",503.01921170559,2.40811773473855,0.261445066131923,9.21079816256097,3.23708819900977e-20,7.77203699369729e-18
"gene:Zm00001eb353230",564.602837092467,2.7578646233406,0.301371184309559,9.15105612920116,5.63796238651687e-20,1.34110420101499e-17
"gene:Zm00001eb294350",2925.83739818026,1.46781732247201,0.160623600661216,9.13824192976408,6.34758031218563e-20,1.49604897449586e-17
"gene:Zm00001eb024330",3759.715096453,2.08065056111512,0.228254172641205,9.11549846839256,7.83096468058439e-20,1.81747957903851e-17
"gene:Zm00001eb402020",298.016480642244,2.53760187091733,0.278392476370786,9.11519558286319,7.85287011573666e-20,1.81747957903851e-17
"gene:Zm00001eb293190",1415.89418999879,1.5351617184136,0.168839419528564,9.09243660455656,9.68439277601239e-20,2.22135759299784e-17
"gene:Zm00001eb223210",1036.79599961755,-1.6278085948374,0.179267734962624,-9.08032109167207,1.08255015718585e-19,2.46112509186765e-17
"gene:Zm00001eb048770",812.428303031965,3.25253198408817,0.359161573316951,9.05590192750906,1.35443750912627e-19,3.05223680784684e-17
"gene:Zm00001eb022370",264.172703597228,3.26211800738936,0.362559248283866,8.99747564799472,2.30967033724005e-19,5.15960269249539e-17
"gene:Zm00001eb060890",3119.50840948118,2.34808768011393,0.262508857802962,8.94479409101081,3.72643830545683e-19,8.25277586786085e-17
"gene:Zm00001eb358600",1615.61227160373,1.6494586957932,0.184585243936017,8.93602684928027,4.03413998766961e-19,8.85786805839591e-17
"gene:Zm00001eb194020",1510.12090328799,2.48408492538076,0.278270310437376,8.92687732829405,4.38202899202342e-19,9.5401970173798e-17
"gene:Zm00001eb255970",1591.28646681496,1.52780023679838,0.172330829529376,8.86550735565251,7.61564875926095e-19,1.6440841733228e-16
"gene:Zm00001eb034290",642.155733334271,-2.40532826220221,0.271725414023217,-8.85205482471617,8.5922472626389e-19,1.83945693480994e-16
"gene:Zm00001eb006700",722.8693762255,2.31300238344315,0.261799553074997,8.83501272739204,1.00086863590149e-18,2.12498473192639e-16
"gene:Zm00001eb228670",381.875184986555,-2.15090079975686,0.244047221641857,-8.81346153128239,1.21339759526443e-18,2.55509706740518e-16
"gene:Zm00001eb340650",412.11796341586,2.70167244313999,0.307284347630098,8.79209261381648,1.46799677897881e-18,3.0660843294281e-16
"gene:Zm00001eb292990",948.034078698049,3.96560831759341,0.453417384203026,8.74604383456489,2.20963301608403e-18,4.57786065993539e-16
"gene:Zm00001eb333900",1409.21505441391,4.25617699847206,0.486850769875221,8.74226202736193,2.28488799303897e-18,4.69590180329369e-16
"gene:Zm00001eb228230",676.721342432604,2.15695547414333,0.247772743945834,8.70537832286696,3.16517170587515e-18,6.45343342253432e-16
"gene:Zm00001eb279090",235.077995116941,3.33631990053257,0.384318987901401,8.68112168683303,3.9188459438602e-18,7.927177346281e-16
"gene:Zm00001eb040950",902.605563999379,1.89440215780639,0.218552475619287,8.66795103756405,4.3996583403871e-18,8.83025177848005e-16
"gene:Zm00001eb140690",115.171657658059,5.12373336324523,0.591849707990665,8.65715281104108,4.83694064729092e-18,9.63263606425611e-16
"gene:Zm00001eb410350",2728.76139665646,1.53026611626963,0.177487317191386,8.62183360752212,6.58904029840535e-18,1.30209573281564e-15
"gene:Zm00001eb250560",717.430100930078,3.6813531334191,0.42917145563997,8.57781449590947,9.66927220886156e-18,1.89621071027216e-15
"gene:Zm00001eb290300",848.918241454797,1.87471209858834,0.21965477957148,8.534811317312,1.40384338311626e-17,2.73217700850429e-15
"gene:Zm00001eb287810",1390.31760154712,1.6581090612873,0.194490053692761,8.52541829160396,1.52258587414899e-17,2.94099482006673e-15
"gene:Zm00001eb401740",2652.14609809648,3.65113319723028,0.428346495457272,8.52378445009241,1.54422889265015e-17,2.96054031732704e-15
"gene:Zm00001eb037480",1305.82564236346,1.72932730648329,0.203277088277409,8.50724162343034,1.78120088802696e-17,3.38955931951204e-15
"gene:Zm00001eb230820",1187.4097429857,1.67278275583287,0.196880439165396,8.49643957989952,1.95494616208126e-17,3.69283580175497e-15
"gene:Zm00001eb366030",869.641747920401,1.79339254364948,0.211581133232459,8.47614584651608,2.3277691257076e-17,4.36499188608965e-15
"gene:Zm00001eb325570",951.628790286068,1.63243166231874,0.192887629734383,8.46312261997664,2.60311759135778e-17,4.84594861753489e-15
"gene:Zm00001eb373760",1704.12324067136,3.31862141149905,0.392182791935817,8.46192510160457,2.62999418525758e-17,4.86075903735736e-15
"gene:Zm00001eb065440",205.01031682194,7.36237816180745,0.873437595503085,8.42919768935163,3.48043181943359e-17,6.38659238866064e-15
"gene:Zm00001eb169080",306.803194476717,2.60246815012312,0.308806869194692,8.42749436536126,3.53145280077e-17,6.43425691147385e-15
"gene:Zm00001eb073550",1305.05881811493,2.7174273989888,0.325909223437083,8.33798862864462,7.55648386829572e-17,1.36708500405998e-14
"gene:Zm00001eb417560",911.470826038773,1.52927908521417,0.183726076711351,8.32369096748739,8.52657292936569e-17,1.53180180807975e-14
"gene:Zm00001eb097930",1444.44828739775,-1.42143059128052,0.171247081038643,-8.3004661023084,1.03703725534804e-16,1.85010327013132e-14
"gene:Zm00001eb006000",8079.73625675922,2.06750170537987,0.249388729497631,8.29027722922624,1.12984816183003e-16,2.00177926051128e-14
"gene:Zm00001eb025190",1250.88979703671,1.91313458126816,0.231160221677925,8.27622749009875,1.27138997409161e-16,2.23709093157747e-14
"gene:Zm00001eb150110",107.482223099424,4.34731076539002,0.525328366884944,8.27541598632565,1.28007927964923e-16,2.23709093157747e-14
"gene:Zm00001eb270290",597.481129652833,2.07387828647426,0.250683338140122,8.27290039242674,1.30738919866635e-16,2.26938030498234e-14
"gene:Zm00001eb053340",650.259148743271,1.64264396795426,0.199317083364013,8.24136065123077,1.70263153633549e-16,2.93561101801737e-14
"gene:Zm00001eb243330",290.138576927065,2.54887950025974,0.310449825829873,8.21027840310829,2.20676220653434e-16,3.77944807239115e-14
"gene:Zm00001eb301590",3071.22435034822,1.87126152414055,0.229184930731403,8.16485411221737,3.21823916734437e-16,5.475269152919e-14
"gene:Zm00001eb011480",701.994214000641,1.58165808727761,0.194453915982034,8.13384538588434,4.15882913722959e-16,7.02896845627817e-14
"gene:Zm00001eb286870",517.25243464907,1.94140074629626,0.239665113965032,8.10047283969548,5.47459854492291e-16,9.19231611889344e-14
"gene:Zm00001eb007650",2118.76741026845,1.63822323208865,0.20254186104052,8.08831924261284,6.04936784111787e-16,1.00914454440466e-13
"gene:Zm00001eb402280",1042.49554976844,1.69682861906517,0.210006414512808,8.079889478622,6.48254976449685e-16,1.07443034483822e-13
"gene:Zm00001eb214000",2025.32366614148,2.95106772427674,0.365408679104609,8.07607452430518,6.68850136274609e-16,1.10145897441633e-13
"gene:Zm00001eb394660",1701.69865631709,1.35271110343095,0.167667312592523,8.06782838297411,7.15595358258096e-16,1.17093278685672e-13
"gene:Zm00001eb193550",581.368151398888,2.95669704625142,0.367197444681461,8.05206324029926,8.14098203418692e-16,1.32368245859659e-13
"gene:Zm00001eb069320",720.743928386736,2.35279756239055,0.292291595111672,8.04948757247587,8.31414000470276e-16,1.34333494792965e-13
"gene:Zm00001eb192120",361.379919976427,2.20672619104337,0.274676181373561,8.03391899511741,9.44075384203341e-16,1.51583103876149e-13
"gene:Zm00001eb396420",299.670835739074,3.4321889817506,0.427489283583257,8.02871349892483,9.85000806245162e-16,1.57171867779119e-13
"gene:Zm00001eb159850",4453.70464221465,-1.55004357075039,0.193206424281877,-8.02273307687205,1.03417915864673e-15,1.64000386331078e-13
"gene:Zm00001eb083450",1034.83699987381,2.24994396313188,0.281739381908181,7.98590508679804,1.39494987867974e-15,2.19854370449586e-13
"gene:Zm00001eb229600",396.870043072107,1.87186563035053,0.234474950103443,7.98322221424814,1.42561922256826e-15,2.23318035535236e-13
"gene:Zm00001eb353580",2049.49787898209,1.71002802060952,0.214569235815972,7.96958619956193,1.59206549349314e-15,2.47879772895992e-13
"gene:Zm00001eb245010",477.188398860079,3.50809855727781,0.441257056557008,7.95023786055778,1.86153745833764e-15,2.88089742799361e-13
"gene:Zm00001eb107190",280.738104742993,2.14952545576105,0.271022675200793,7.93116463103513,2.17100186488638e-15,3.33970286879827e-13
"gene:Zm00001eb325780",239.643991917469,2.53583684867218,0.319882813888972,7.92739321579292,2.23793806411471e-15,3.42218028970874e-13
"gene:Zm00001eb159860",1195.64389241387,-1.38979933689375,0.175392439288969,-7.9239409778889,2.30098875136411e-15,3.49777520843455e-13
"gene:Zm00001eb124110",111.328587207139,3.85761946940627,0.487654317887265,7.91056149388606,2.5623056906686e-15,3.87209607019272e-13
"gene:Zm00001eb371720",778.556123974033,1.97155677251732,0.249301242713474,7.90833110600764,2.60862240622197e-15,3.91903565004926e-13
"gene:Zm00001eb190270",234.365935518186,4.2801257736621,0.541760269493197,7.90040542778459,2.77997698943195e-15,4.15218656154109e-13
"gene:Zm00001eb006250",341.420007652081,11.8262750672404,1.49780423943679,7.89574148333783,2.88594317679479e-15,4.28554220877792e-13
"gene:Zm00001eb025020",834.886675231678,1.55613258780422,0.198123048110702,7.85437435292597,4.01772609869129e-15,5.93191859053904e-13
"gene:Zm00001eb191940",1780.8616118533,1.30267373884618,0.166206905785211,7.83766313855593,4.59008402731902e-15,6.73824335210432e-13
"gene:Zm00001eb090980",738.614701378244,1.52911156927459,0.195726488819722,7.81249169949094,5.60683376263472e-15,8.18406587284579e-13
"gene:Zm00001eb116370",473.772419145119,2.55871826778227,0.329938551872189,7.75513577683841,8.82490059629902e-15,1.28085704134984e-12
"gene:Zm00001eb215970",319.651337742215,2.03501916288112,0.262922734664784,7.73998933745948,9.9425152028549e-15,1.43496188517608e-12
"gene:Zm00001eb360010",782.069504084756,1.57491654047459,0.203518646936894,7.73843853709844,1.00645182376955e-14,1.44445515936534e-12
"gene:Zm00001eb235710",429.134207981493,1.80981932169562,0.234045671955915,7.73276133060267,1.05238488267604e-14,1.50198709088597e-12
"gene:Zm00001eb161290",1659.24365425881,1.49114591401399,0.192967726440867,7.7274368181507,1.09733595660149e-14,1.55748954282278e-12
"gene:Zm00001eb175950",632.082141191715,2.64691137711823,0.343003392528941,7.71686646479712,1.19224444387637e-14,1.68289888808703e-12
"gene:Zm00001eb184650",1126.65818074127,-1.56098937690216,0.202434476042178,-7.7110846305494,1.24752896937917e-14,1.75131252586617e-12
"gene:Zm00001eb367940",381.672760267586,2.05134403208519,0.266416839518654,7.69975364842338,1.36328802240025e-14,1.903416809536e-12
"gene:Zm00001eb125930",2029.13774659284,1.23350637001853,0.160243214243417,7.69771360267884,1.38522409794343e-14,1.92358957168469e-12
"gene:Zm00001eb144280",874.044425541029,1.93210126186903,0.251119331078163,7.6939567080467,1.42653339324603e-14,1.97030338024143e-12
"gene:Zm00001eb246010",95.292001643914,4.33908637842708,0.564561447754727,7.68576458007135,1.52085948408628e-14,2.08935187947468e-12
"gene:Zm00001eb138730",1469.36812464113,1.34120794850936,0.174728452921862,7.67595618275833,1.64189248005862e-14,2.24362860705883e-12
"gene:Zm00001eb048870",2083.96422511581,1.79336802438068,0.233683283228885,7.67435307995108,1.66255554591293e-14,2.25984401981498e-12
"gene:Zm00001eb184940",517.655374248437,1.92197188288552,0.250752566987942,7.66481438643834,1.79090008479103e-14,2.40893576082216e-12
"gene:Zm00001eb300240",239.239747245505,3.17849838931445,0.414687305280475,7.66480755219807,1.79099544693278e-14,2.40893576082216e-12
"gene:Zm00001eb234530",1074.03932464372,1.58640319714678,0.208352543913849,7.61403325031031,2.65672405293199e-14,3.55475213124077e-12
"gene:Zm00001eb072900",1760.3917927757,2.26910000848552,0.298981190023365,7.58944068791818,3.21289298428353e-14,4.27664356301782e-12
"gene:Zm00001eb012470",3821.37007932806,-1.41251282608772,0.186136091711555,-7.5886025815811,3.23373907899311e-14,4.282203965945e-12
"gene:Zm00001eb207790",1446.76788632628,1.41052321839817,0.185967311288759,7.58479115831271,3.33023031304359e-14,4.38736496113282e-12
"gene:Zm00001eb155410",185.193106358185,3.49613513586125,0.461507245039033,7.5754718337424,3.57824740300729e-14,4.69005998894169e-12
"gene:Zm00001eb420610",2005.92514185137,1.41958198237018,0.187726178567976,7.56198199526098,3.96973343182482e-14,5.17677420627307e-12
"gene:Zm00001eb257340",1747.02898582068,1.84711754880871,0.245204316858295,7.53297320567226,4.95977920790881e-14,6.43518827531198e-12
"gene:Zm00001eb347100",114.406675861694,-4.16430359880294,0.552942201717252,-7.53117339546523,5.02863570507819e-14,6.49174126952053e-12
"gene:Zm00001eb055210",549.906589824388,2.02449861940439,0.26903664808877,7.52499198078173,5.27235600613271e-14,6.77234128987747e-12
"gene:Zm00001eb335400",1185.83215332583,2.20497367795484,0.293271494296481,7.51854074070267,5.53909859408867e-14,7.07957427274319e-12
"gene:Zm00001eb387390",144.194873688451,3.42258468135472,0.456022989412696,7.50528977883902,6.12928601435338e-14,7.79511671825437e-12
"gene:Zm00001eb337270",82.9886718503496,3.8714020391642,0.516857946413342,7.49026316810878,6.87356506959312e-14,8.69861510531267e-12
"gene:Zm00001eb158220",482.417100996084,1.92207424248984,0.257165562061057,7.47407322771119,7.77498387770029e-14,9.79114391265296e-12
"gene:Zm00001eb280760",463.239416689102,1.68986488243741,0.226148381756699,7.47237220673748,7.87618464257552e-14,9.8702040715983e-12
"gene:Zm00001eb187570",195.668691803933,2.86558052348074,0.384622110352133,7.45037907690021,9.30724139210625e-14,1.16069432700587e-11
