"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene:Zm00001eb408920",4465.82320447584,4.52782594537045,0.176327303322623,25.6785299840149,2.03080034702718e-145,4.31980245246211e-142
"gene:Zm00001eb304290",9606.58037606694,-3.69528338109553,0.149082493858048,-24.7868363713722,1.24313170304834e-135,2.4680308077853e-132
"gene:Zm00001eb077490",3482.29602529041,-5.83240452942287,0.236299683780839,-24.6822358629657,1.65948770186713e-134,3.08872148510019e-131
"gene:Zm00001eb162960",1947.78731508617,-6.2060408634645,0.251466347047014,-24.6794091390059,1.77960062635513e-134,3.11744156781505e-131
"gene:Zm00001eb129360",9709.2243637854,-3.46203108019466,0.140658242862728,-24.613069307096,9.15316052452766e-134,1.5143395578913e-130
"gene:Zm00001eb327480",2731.11825657787,-5.37832286762337,0.218676739151986,-24.5948558062469,1.43386883965547e-133,2.24740073920736e-130
"gene:Zm00001eb294480",3403.0185975712,6.3103761869214,0.256965204971236,24.5573177412395,3.61263499816039e-133,5.37921351226082e-130
"gene:Zm00001eb130870",10943.4333936009,-5.90254097426587,0.240980614764942,-24.4938414653119,1.71810926265201e-132,2.43644256389414e-129
"gene:Zm00001eb371370",1781.39764456927,-6.35314193615252,0.260390472901304,-24.3985191369139,1.77321182073566e-131,2.40028400097764e-128
"gene:Zm00001eb310430",1687.85202448,5.2923756580896,0.218107007756141,24.2650417908939,4.58787169837825e-130,5.94029648598714e-127
"gene:Zm00001eb022390",1745.50029024932,6.86332762274189,0.284150664794059,24.1538327130649,6.80541366443205e-129,8.44438412194943e-126
"gene:Zm00001eb147960",11553.8439201145,4.64794006812443,0.193360080536446,24.0377437536718,1.12142991863143e-127,1.33584731907376e-124
"gene:Zm00001eb385870",2274.88230984132,-4.0264060580929,0.167562275718241,-24.029311137212,1.37385377810517e-127,1.57359098122969e-124
"gene:Zm00001eb411600",8078.41233745943,-5.53531193502394,0.231927771662409,-23.8665335132054,6.82091922429738e-126,7.52322127776207e-123
"gene:Zm00001eb270140",5668.37285628426,5.17021073058245,0.216645832418456,23.864805857867,7.10854823676066e-126,7.56044880324044e-123
"gene:Zm00001eb397570",10814.1249607677,-4.1156286851397,0.174708203962314,-23.557157544974,1.06027736428428e-122,1.08879516925469e-119
"gene:Zm00001eb408850",2348.15777628281,4.98532998260469,0.212107330073528,23.503808099779,3.72895440701323e-122,3.7016087413618e-119
"gene:Zm00001eb282870",4480.10497802092,4.05800363566082,0.172836756586466,23.4788231149819,6.71348239111174e-122,6.44927437442927e-119
"gene:Zm00001eb284390",6059.3668920066,-5.56578333701626,0.237086778160451,-23.4757221815615,7.22141464821793e-122,6.72042900699781e-119
"gene:Zm00001eb014860",3020.298817334,-8.74622597048026,0.381059559863595,-22.9523856417907,1.39481939887537e-116,1.25871883934874e-113
"gene:Zm00001eb343680",2727.17376787367,-6.63925559409702,0.289774683480303,-22.9117862000816,3.54507239163027e-116,3.10506634772792e-113
"gene:Zm00001eb376650",42913.4779597764,4.18535061143375,0.18364360083587,22.7906150412198,5.6811998927588e-115,4.83388950875305e-112
"gene:Zm00001eb185220",1184.04311485327,-5.13232391218436,0.225274365919752,-22.7825473672074,6.83017210101287e-115,5.65007014356009e-112
"gene:Zm00001eb027760",5637.01901939937,-4.74700141307472,0.208812016967165,-22.7333727341045,2.09600178135577e-114,1.68699819050743e-111
"gene:Zm00001eb130500",2413.4686295054,-7.50132894630954,0.330210904644074,-22.7167814291143,3.0581115613827e-114,2.3965937446836e-111
"gene:Zm00001eb339800",4481.04942215868,5.15511141719479,0.228389714131397,22.5715568531644,8.24899138004013e-113,6.29884521275885e-110
"gene:Zm00001eb128330",2197.4670199286,-8.5136161774914,0.37785456180899,-22.5314632612405,2.04101621470358e-112,1.51953657184681e-109
"gene:Zm00001eb246370",1658.55239717235,-4.61823171992531,0.206116275583664,-22.4059536630369,3.44342074585577e-111,2.50109926369719e-108
"gene:Zm00001eb112590",2189.62785387223,-4.82516529706114,0.215637080395907,-22.3763245551378,6.69400856127725e-111,4.74637083225801e-108
"gene:Zm00001eb352470",2656.86442045502,4.08061828305292,0.183180012258635,22.2765477124842,6.23850360971343e-110,4.32052645342479e-107
"gene:Zm00001eb355140",2294.44598123992,-3.97041132605438,0.180093853979067,-22.0463454933663,1.0355627295718e-107,7.00887683787459e-105
"gene:Zm00001eb123780",5840.09421342646,4.14983301363848,0.188557405584246,22.0083268582329,2.39674884104888e-107,1.58611512192079e-104
"gene:Zm00001eb216070",1391.22324051573,-4.5512567744312,0.207219673975212,-21.9634395090093,6.44325900877198e-107,4.17130985393978e-104
"gene:Zm00001eb294200",9124.68500756794,3.37292753311265,0.153799998673546,21.930608336818,1.32642277855787e-106,8.40444049903264e-104
"gene:Zm00001eb009940",2798.89748306406,-7.43663276351111,0.339502541491686,-21.9044980660129,2.35359821883181e-106,1.46021156160024e-103
"gene:Zm00001eb248930",3033.08728282709,5.36120228867287,0.244907081441527,21.8907605983328,3.18161219882899e-106,1.93364104655362e-103
"gene:Zm00001eb290670",2585.60310019348,-3.9413126135174,0.180307382551633,-21.8588532412907,6.40326441389402e-106,3.81378428491528e-103
"gene:Zm00001eb310760",3988.53973609537,-5.43572094609522,0.250344561662107,-21.7129579728273,1.54769566564825e-104,9.03732880843234e-102
"gene:Zm00001eb079780",2466.58358877812,-4.97645483230916,0.229933706610527,-21.6429983479479,7.07497571098651e-104,4.05178416679189e-101
"gene:Zm00001eb374870",5565.6995771671,3.14728662564973,0.145438924851404,21.639919497929,7.56351842315655e-104,4.24984110644532e-101
"gene:Zm00001eb062880",5309.09469427452,3.8771586904005,0.180035238092339,21.5355545474489,7.23238191285126e-103,3.98852469193908e-100
"gene:Zm00001eb170040",23690.7889364443,-3.15769156788341,0.146721977142798,-21.5215990772138,9.77331102606254e-103,5.29180367920259e-100
"gene:Zm00001eb012580",13195.5868640511,-3.39420821346844,0.158071385901762,-21.4726289271473,2.80682891462341e-102,1.4926315192408e-99
"gene:Zm00001eb215710",42080.366189364,-3.19118748137087,0.148660338727728,-21.4663003507314,3.21626259045302e-102,1.680356139363e-99
"gene:Zm00001eb299240",2290.78779564456,4.79188284270015,0.223411821336742,21.4486539433269,4.70058156561497e-102,2.41350550041403e-99
"gene:Zm00001eb004490",6289.24695785947,3.55086924265041,0.166253618660172,21.3581470963859,3.27548452066349e-101,1.6532869326332e-98
"gene:Zm00001eb403620",4374.91779498259,3.81805665647099,0.179165562172194,21.3102150334086,9.12752045024214e-101,4.53029265013685e-98
"gene:Zm00001eb294720",2473.08943272805,4.06801777207881,0.191656283707134,21.2255903818685,5.5425762789213e-100,2.70586756698814e-97
"gene:Zm00001eb075230",1044.46691269968,6.15199977176619,0.289861645784022,21.223917897541,5.74331141962915e-100,2.7586421625251e-97
"gene:Zm00001eb421180",2950.0167498306,-3.78044529730591,0.178340500471236,-21.1979067419721,9.98393403826082e-100,4.71938977237154e-97
"gene:Zm00001eb287800",3033.54930827236,3.89793764744932,0.184074710673427,21.1758455748154,1.59493982075382e-99,7.42145435344514e-97
"gene:Zm00001eb096980",1366.83153737201,-4.25273657308109,0.202035124556951,-21.049491183313,2.31147883035655e-98,1.05901291643105e-95
"gene:Zm00001eb423890",1363.66486296014,-6.05183048719296,0.288364760547579,-20.9867199990077,8.672803080814e-98,3.9132738749491e-95
"gene:Zm00001eb199720",1363.30232676773,5.25438360259152,0.250894031610567,20.9426408785494,2.18978794485075e-97,9.73311716382917e-95
"gene:Zm00001eb153340",1000.00801452257,-5.96519684700917,0.285319914271701,-20.9070469624799,4.61954032056623e-97,2.02308692274209e-94
"gene:Zm00001eb153170",5720.26741351085,-7.45340590522188,0.357426321967066,-20.8529854885972,1.4320284965599e-96,6.1805519750078e-94
"gene:Zm00001eb148540",906.557549668207,-5.5809903858015,0.267874375632046,-20.8343570475273,2.11333384984833e-96,8.9907260069262e-94
"gene:Zm00001eb076240",953.086347790854,-5.8467329172301,0.282054891118381,-20.7290605528843,1.8945215404828e-95,7.94631710923631e-93
"gene:Zm00001eb168620",3788.05847768375,-6.48855328899707,0.313715897851734,-20.6828960005834,4.9385303450518e-95,2.04263102327281e-92
"gene:Zm00001eb423210",940.919582127255,4.61810623213475,0.223564244283701,20.6567300013969,8.49242120235712e-95,3.46444251241363e-92
"gene:Zm00001eb298320",2518.04717225008,-4.89418516526572,0.237455593009536,-20.6109492020648,2.18897006368597e-94,8.80912547250921e-92
"gene:Zm00001eb370330",7622.20175773092,-2.93011448174473,0.142186717698229,-20.6075119334527,2.35005001454472e-94,9.33126525775223e-92
"gene:Zm00001eb313730",1107.49638052678,-4.39139322360398,0.214177210931375,-20.5035503287557,2.0014490964376e-93,7.84252027525154e-91
"gene:Zm00001eb053050",822.8777572308,-5.92930186688239,0.290029399287202,-20.4437959788031,6.82209992313304e-93,2.63846929494678e-90
"gene:Zm00001eb238060",850.810373018393,-6.15652239783968,0.301540910813611,-20.4168727262522,1.18405484528183e-92,4.52066067852472e-90
"gene:Zm00001eb060680",4433.69673789503,3.84704405758963,0.190213120019441,20.2249143339663,5.90929794217468e-91,2.22758092048053e-88
"gene:Zm00001eb302250",2050.8656249775,-4.34816747946249,0.215226203601323,-20.2027792466984,9.25396442207845e-91,3.4447882561187e-88
"gene:Zm00001eb092070",2100.46031470476,-4.56006916308511,0.22582516790302,-20.1929182890873,1.12989299884688e-90,4.15410043279756e-88
"gene:Zm00001eb339080",8434.46067201133,4.62106398999212,0.228959425416833,20.1828947708933,1.38399035632769e-90,5.02624790383397e-88
"gene:Zm00001eb048150",1213.93313629645,-5.6294308884143,0.279300966374161,-20.1554293259155,2.4115773610664e-90,8.65262335091053e-88
"gene:Zm00001eb307290",4013.88208557679,-3.58567697594099,0.177972768614518,-20.1473349201385,2.83997210365472e-90,1.00683772912902e-87
"gene:Zm00001eb090480",1042.10949954706,-6.92574376407192,0.344926595390672,-20.0788917312324,1.12885184374217e-89,3.95496563607551e-87
"gene:Zm00001eb070430",4528.70929195957,-5.97476804957584,0.29805233832069,-20.046036488891,2.18581286224203e-89,7.56901244622881e-87
"gene:Zm00001eb339760",1259.46030001809,-6.34742140803648,0.31718600422789,-20.0116692522033,4.35807977899772e-89,1.49176569906382e-86
"gene:Zm00001eb163880",4555.75032314171,-10.1490345029644,0.507338246276289,-20.0044734995938,5.03474330259906e-89,1.70380290399318e-86
"gene:Zm00001eb406880",3599.37532346242,-3.26531270084672,0.163431735678316,-19.9796733926504,8.27635345781093e-89,2.76932366262483e-86
"gene:Zm00001eb347720",3241.4871632028,3.4814675980884,0.175157629066692,19.8761973237421,6.54072806537877e-88,2.16425424207755e-85
"gene:Zm00001eb130080",3445.50277196953,-3.02410192156751,0.152459572418536,-19.8354348867362,1.47237608815723e-87,4.81839119838708e-85
"gene:Zm00001eb281500",12617.9645763603,2.61103752802093,0.131996039725445,19.7811808100603,4.32444628671187e-87,1.39980446106826e-84
"gene:Zm00001eb224610",1112.11156662424,-4.07931970288023,0.206591866568073,-19.7457904352497,8.71898569132317e-87,2.79195047190972e-84
"gene:Zm00001eb170230",836.422435493428,-4.86332484586391,0.246991966143492,-19.6902147134556,2.61578503463445e-86,8.2870296097249e-84
"gene:Zm00001eb252630",4332.64449030134,-3.41275808509795,0.173684756092317,-19.6491514965424,5.87873561145983e-86,1.84282891062394e-83
"gene:Zm00001eb194020",2157.05024761672,3.23415842083501,0.164686304653988,19.6382961390147,7.28000199449989e-86,2.25831728537715e-83
"gene:Zm00001eb304540",926.691628781629,-7.38611375634194,0.377301753693495,-19.5761447807691,2.47023915215119e-85,7.58388886093427e-83
"gene:Zm00001eb336310",2113.18480840242,-3.81292286996656,0.195574590531777,-19.4960033386701,1.18703670472551e-84,3.60713806803322e-82
"gene:Zm00001eb079220",4449.07671348547,-3.90342242384727,0.200849431139427,-19.4345704725325,3.93695657934365e-84,1.18426835285711e-81
"gene:Zm00001eb151670",2527.11609592513,4.16654627369426,0.214560535550314,19.4189777864216,5.33410982387858e-84,1.58849790555104e-81
"gene:Zm00001eb333030",9259.83251756568,2.95114496286114,0.152368534113161,19.3684672497367,1.4243492831447e-83,4.19971501505438e-81
"gene:Zm00001eb198700",755.830528117782,-6.33372898204649,0.32756070587357,-19.3360463220248,2.67192626525708e-83,7.80097688032902e-81
"gene:Zm00001eb107480",4304.47759899666,-3.24344497154462,0.167865181768203,-19.3217255501104,3.52662461119153e-83,1.01963962059499e-80
"gene:Zm00001eb294830",2006.30751461132,4.70352145639722,0.243506930966446,19.3157600801323,3.95861315989065e-83,1.13353365289946e-80
"gene:Zm00001eb281840",3765.35684168982,-3.99014929309861,0.206626371994674,-19.3109391341463,4.34597732126165e-83,1.23260194883021e-80
"gene:Zm00001eb329520",13732.217165227,3.67756778040426,0.19077096973133,19.2773973188034,8.31566693573292e-83,2.33623171081251e-80
"gene:Zm00001eb376040",933.385019256471,-5.7303917142153,0.297692612997627,-19.2493581097391,1.42922727307755e-82,3.97779328899527e-80
"gene:Zm00001eb163860",3167.10305106384,-10.0404534095753,0.521847560959827,-19.2402037696756,1.70536701101227e-82,4.70239162851346e-80
"gene:Zm00001eb401240",10024.7384464096,3.82932944967068,0.199265159783566,19.2172553086046,2.65444918881608e-82,7.25224741678375e-80
"gene:Zm00001eb058460",2917.4955852661,3.36970795607973,0.175552655976862,19.1948560238466,4.08613323534147e-82,1.10622770680426e-79
"gene:Zm00001eb325610",2284.06582324375,3.49769570995763,0.182704061311063,19.1440501369185,1.08499046820816e-81,2.91090235524676e-79
"gene:Zm00001eb075760",4252.82795873659,3.40384408315986,0.178124120303038,19.1093944905889,2.10901760742758e-81,5.60772717403513e-79
"gene:Zm00001eb159020",14937.1801669787,-13.5400292233416,0.710086044347619,-19.0681528402396,4.644220761427e-81,1.2239371174805e-78
"gene:Zm00001eb256000",2059.31623634217,-8.29458353101493,0.435190836594701,-19.0596465585506,5.46426858593147e-81,1.42742033762315e-78
"gene:Zm00001eb259460",725.399286405136,-5.23473655063402,0.274704645731558,-19.0558719409115,5.87298496716093e-81,1.52084775932219e-78
"gene:Zm00001eb397600",4232.67704477319,6.71653540224729,0.353519146835314,18.9990710895672,1.73589554018681e-80,4.45646286092786e-78
"gene:Zm00001eb175810",4675.87750840825,-5.692751378528,0.299784582919851,-18.9894734515083,2.08407710195878e-80,5.25964543189259e-78
"gene:Zm00001eb223330",655.098092954121,-5.56701212893781,0.293158872186398,-18.9897446644499,2.07334177275423e-80,5.25964543189259e-78
"gene:Zm00001eb238300",2577.37698980415,5.09275975372428,0.268413968990663,18.9735272455266,2.82312528059344e-80,7.06493032403971e-78
"gene:Zm00001eb351790",3983.61462302838,6.48817331654998,0.342249148390575,18.9574564233705,3.83235040411651e-80,9.51061625288248e-78
"gene:Zm00001eb150420",11477.3863649507,-4.6953377465014,0.248583843533167,-18.8883464016234,1.4223172478074e-79,3.50054608592598e-77
"gene:Zm00001eb258100",896.244587820573,-4.52230450916047,0.240139703947545,-18.8319733672541,4.13077184134208e-79,1.00831463471448e-76
"gene:Zm00001eb202230",1010.65953700629,6.39648240753465,0.340501249013628,18.7854888229166,9.92679064110589e-79,2.40341321375718e-76
"gene:Zm00001eb123830",909.786938899076,-6.1650216661018,0.328704524643755,-18.7555120294841,1.74528807081019e-78,4.19150635070383e-76
"gene:Zm00001eb384740",2179.66034784496,-6.72929761581627,0.358992790228635,-18.7449380571975,2.12919667475777e-78,5.0725981579429e-76
"gene:Zm00001eb149460",3742.5502171381,-8.43104249224937,0.45042631295046,-18.7179173370732,3.53713066607327e-78,8.35998025679858e-76
"gene:Zm00001eb317350",4831.34509771708,3.30711290085349,0.17714956525586,18.6684787855786,8.93619870845343e-78,2.09543305147829e-75
"gene:Zm00001eb160010",3148.61161550607,-3.12583193518989,0.167459506575506,-18.6661957813693,9.32640398233372e-78,2.16984617651483e-75
"gene:Zm00001eb071760",1304.56190482332,-6.04301446744119,0.323818313674532,-18.6617439849773,1.01368255034065e-77,2.34011367047633e-75
"gene:Zm00001eb184000",3948.56626716134,-3.7357225512627,0.200230887940795,-18.6570742889942,1.10624610847143e-77,2.53415454694455e-75
"gene:Zm00001eb277470",1201.64399527148,5.44103609834258,0.292092758686204,18.627767846131,1.91339386599484e-77,4.34968468162797e-75
"gene:Zm00001eb378720",1218.1921395836,-5.95736493422731,0.320883322427201,-18.5655174883041,6.10955864202296e-77,1.37835345726851e-74
"gene:Zm00001eb023460",3008.65318309946,-7.70469490508613,0.415635000188425,-18.5371657863108,1.03536195462954e-76,2.31827661720811e-74
"gene:Zm00001eb118870",841.216005999734,-5.64230197865136,0.304566445610377,-18.5256848217266,1.28162102365308e-76,2.82716104328806e-74
"gene:Zm00001eb398410",1994.38471444967,-3.87513367240535,0.209175220435671,-18.5257778829357,1.27940698801839e-76,2.82716104328806e-74
"gene:Zm00001eb424720",825.051733726971,-4.80393753196029,0.259668753446247,-18.5002526033797,2.05508541926572e-76,4.5000326313039e-74
"gene:Zm00001eb402590",676.858684667622,5.51273019813665,0.298499145157453,18.4681607554647,3.72562984286702e-76,8.09848589201313e-74
"gene:Zm00001eb323450",1744.19817175051,-3.11616766181675,0.168894564587968,-18.4503726891324,5.17867197463738e-76,1.11754240148334e-73
"gene:Zm00001eb171080",11301.0639816144,2.75057981201317,0.149273860031928,18.4263997154281,8.06766602062767e-76,1.72845391434742e-73
"gene:Zm00001eb432470",8452.91922245074,2.53248139738344,0.137991098186539,18.352498318116,3.15276667082479e-75,6.70638510408301e-73
"gene:Zm00001eb046050",3242.87574769849,-4.71131490822959,0.256778519748212,-18.3477765696653,3.43900063654722e-75,7.26336446499123e-73
"gene:Zm00001eb310330",605.847741793348,-5.68863303896742,0.310138517013224,-18.3422333148154,3.8082598462248e-75,7.98661818454751e-73
"gene:Zm00001eb177490",6104.77251137088,2.80733466320674,0.153192819628133,18.3254976964416,5.1805353539511e-75,1.07885554434031e-72
"gene:Zm00001eb380150",4569.63774401653,-6.60093657463641,0.360402732241271,-18.3154454284698,6.23149429793032e-75,1.28870764022476e-72
"gene:Zm00001eb160820",671.914944095777,-5.24199382628795,0.286220664452448,-18.314519101254,6.33843635405026e-75,1.30178368705943e-72
"gene:Zm00001eb146770",2341.96181558832,-3.47815826793778,0.190207792961065,-18.2860976082601,1.06792020231154e-74,2.17826463183819e-72
"gene:Zm00001eb330760",1855.76730382409,-3.31776745901828,0.18144847903828,-18.2849009074269,1.09161729409704e-74,2.21145326654489e-72
"gene:Zm00001eb062170",11622.0235687575,4.21486572237115,0.232007621885832,18.1669278281092,9.43345147026239e-74,1.8981634107055e-71
"gene:Zm00001eb131130",1401.34983751019,-4.65915553850871,0.256703406890022,-18.1499559937855,1.28503773214654e-73,2.56295270032863e-71
"gene:Zm00001eb277020",1443.05681594698,4.51864213836163,0.248965057836635,18.1497041296721,1.29094326745902e-73,2.56295270032863e-71
"gene:Zm00001eb062510",10379.1189542274,-6.64211473978378,0.365992715232349,-18.1482156975913,1.32639957080467e-73,2.6159059085141e-71
"gene:Zm00001eb026580",2608.16369311337,-6.14313501616113,0.338678905191007,-18.1385227187284,1.58227316008836e-73,3.10000623075206e-71
"gene:Zm00001eb243130",651.714144512957,-4.6454077753517,0.256764452702917,-18.0920985224016,3.67810833060014e-73,7.15908928661909e-71
"gene:Zm00001eb078010",977.725980379809,-4.8060427253281,0.266253302848923,-18.050640776671,7.79807650317138e-73,1.50796570301587e-70
"gene:Zm00001eb410030",652.402210408658,-4.61722166037298,0.255822774707794,-18.0485168517419,8.1037750746495e-73,1.55697046272943e-70
"gene:Zm00001eb214560",6390.26263058579,-2.47492721180881,0.13715035461095,-18.0453577304219,8.58070834281944e-73,1.63803522082797e-70
"gene:Zm00001eb340370",5277.19621330073,-2.66026968775215,0.147581321251694,-18.0257885292622,1.22256559294963e-72,2.31898110560764e-70
"gene:Zm00001eb104820",574.709581903815,-5.26905103813265,0.292755998757396,-17.9980975983316,2.01626562062496e-72,3.80027785963362e-70
"gene:Zm00001eb011900",8088.18415794538,2.96220486273968,0.164600123581106,17.9963708306699,2.08010734927956e-72,3.8959494881475e-70
"gene:Zm00001eb265270",7876.53583116817,2.89466986174948,0.161131227000521,17.9646733636561,3.68440352359465e-72,6.85759605829055e-70
"gene:Zm00001eb224230",3082.64667417517,4.47394450014035,0.249745092697068,17.9140436828005,9.16303669154326e-72,1.69487722157862e-69
"gene:Zm00001eb332470",803.181592691813,-6.59167983068121,0.369634782012867,-17.8329533676075,3.92147993575359e-71,7.20874521523098e-69
"gene:Zm00001eb112360",20664.791463944,2.32984246407476,0.131095890968342,17.772047978509,1.16363900918768e-70,2.12596133089627e-68
"gene:Zm00001eb218320",5823.77835687695,-4.13659034622461,0.233425806775061,-17.7212211596244,2.87600815370574e-70,5.22240992788762e-68
"gene:Zm00001eb127800",1256.38565062025,-6.02243540499271,0.33989141577176,-17.7187040494039,3.00761538121598e-70,5.42829006379467e-68
"gene:Zm00001eb026460",1520.7847431282,-9.39624854428444,0.530674721585397,-17.7062297525932,3.75390994505439e-70,6.73442398576625e-68
"gene:Zm00001eb090260",1453.35042404366,-9.03856172875593,0.51093840183062,-17.6901201717703,4.99687465058865e-70,8.91059443679821e-68
"gene:Zm00001eb250800",3167.41253541755,4.19609097510701,0.237308450809259,17.6820124222196,5.76994404938013e-70,1.02279127256274e-67
"gene:Zm00001eb391450",1555.40904877817,-8.59212149803742,0.486744205169707,-17.6522317200298,9.78134215819549e-70,1.72359981935539e-67
"gene:Zm00001eb323330",655.717390253277,-4.40437644244004,0.250194988101991,-17.6037756625429,2.30436828587309e-69,4.03671103254709e-67
"gene:Zm00001eb121000",1985.97275190038,-3.40013769866057,0.193262224935658,-17.5933900160394,2.76811235316767e-69,4.82072432031189e-67
"gene:Zm00001eb164860",644.969644150052,-6.61752852533027,0.376238672275927,-17.5886452216616,3.00987756213896e-69,5.21128801165688e-67
"gene:Zm00001eb422190",629.382343200412,-6.06666686588287,0.345245881372241,-17.5720180694693,4.03557989978644e-69,6.9467959199792e-67
"gene:Zm00001eb136840",1186.66138414651,-3.3687448382573,0.191764069458136,-17.5671326113192,4.39849186545531e-69,7.52799354903788e-67
"gene:Zm00001eb195200",1520.48946821137,-8.16915873046653,0.465103326990141,-17.5641803797282,4.6333799222195e-69,7.88468880478266e-67
"gene:Zm00001eb162700",864.06823135553,-3.76805830742354,0.214587619602569,-17.5595326254247,5.0287566275891e-69,8.50888479372746e-67
"gene:Zm00001eb040070",967.39160108245,6.37690433095559,0.36355191274059,17.5405605292628,7.02312344038818e-69,1.18163059917943e-66
"gene:Zm00001eb391320",5823.04499080429,-5.37373206573377,0.30753915059619,-17.4733267465828,2.28758518011001e-68,3.82720711593687e-66
"gene:Zm00001eb222980",1037.61378591234,-6.116066837915,0.350054618226068,-17.4717501768972,2.35168731941869e-68,3.91247197610551e-66
"gene:Zm00001eb123370",1857.48645452381,-3.06911276065389,0.17605489977662,-17.4327028929499,4.65908021471231e-68,7.70818937745181e-66
"gene:Zm00001eb277050",1582.94768630534,4.15830925436147,0.238907972114994,17.4054855413529,7.49676826386035e-68,1.23344618175559e-65
"gene:Zm00001eb433870",10194.0225236308,3.34510095145951,0.192699246308157,17.3591802539287,1.68106486137145e-67,2.75066547096934e-65
"gene:Zm00001eb265890",12763.9574181752,-3.55187590520585,0.204618757726937,-17.358505860669,1.7009258524067e-67,2.76795474779626e-65
"gene:Zm00001eb359290",914.490881948571,-4.48548758033452,0.259019755543352,-17.3171639781885,3.49146122867251e-67,5.6508540972754e-65
"gene:Zm00001eb029140",862.098798694644,6.99044116360347,0.403958279833491,17.3048592208207,4.32336604040685e-67,6.9594508477468e-65
"gene:Zm00001eb142400",2709.07389192513,3.58195413460592,0.207168615455946,17.2900423489465,5.59111844801098e-67,8.95180147213802e-65
"gene:Zm00001eb043680",2166.7637467778,-4.59939149677642,0.266163865887206,-17.2803001693909,6.62025900000347e-67,1.05428509636419e-64
"gene:Zm00001eb280610",1066.65872186169,-5.10678920785545,0.29558616114633,-17.2768210394239,7.03184332259991e-67,1.11387390503737e-64
"gene:Zm00001eb231880",1501.87280271751,-5.28578924069559,0.306302137380635,-17.2567820972371,9.95037468922831e-67,1.56784210711756e-64
"gene:Zm00001eb192050",660.284696721772,-4.9101430980681,0.284667666711206,-17.2486856508696,1.14473953699338e-66,1.79422860061383e-64
"gene:Zm00001eb280950",8041.7435596829,-6.19721746459953,0.359863161483354,-17.2210387944535,1.84644172442749e-66,2.8789023326414e-64
"gene:Zm00001eb227760",1047.06327877871,-8.56732232435951,0.498502581557181,-17.1861142576185,3.37401665184877e-66,5.2332404110446e-64
"gene:Zm00001eb397500",3561.87150742099,-4.14778390899956,0.241534936922301,-17.1726043521972,4.25875388032954e-66,6.57127930343076e-64
"gene:Zm00001eb365750",800.743757042599,-5.73478326064322,0.334249818210784,-17.1571769024172,5.55489693143516e-66,8.52705312464634e-64
"gene:Zm00001eb243040",5367.47711118201,-3.80961798054523,0.222079289212715,-17.1543145425698,5.83545077854116e-66,8.91178072743363e-64
"gene:Zm00001eb046440",735.845700684244,-6.86756917665886,0.401420497486498,-17.1081676687171,1.28993950510086e-65,1.95991828887263e-63
"gene:Zm00001eb057810",20721.8696962895,-3.38514806161353,0.198331795861706,-17.0681057311352,2.56384434528006e-65,3.87569972601219e-63
"gene:Zm00001eb162680",1009.66691801059,-7.38344179194308,0.433191187391011,-17.0443028548468,3.85311022286203e-65,5.79523345640562e-63
"gene:Zm00001eb354510",865.769184550966,-4.08525360927269,0.239722432079175,-17.0415992105545,4.03544391859481e-65,6.03897084903283e-63
"gene:Zm00001eb319670",1095.57671347476,-3.78814598415187,0.222589747894282,-17.0185106007265,5.98743538155128e-65,8.91529128312985e-63
"gene:Zm00001eb406130",11704.2435307432,-4.05060573864032,0.238134997597428,-17.0097036534208,6.95888754135352e-65,1.03102323871397e-62
