"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene:Zm00001eb194020",1707.52371923393,2.97917580735151,0.277272292665816,10.7445853269666,6.28436793303055e-27,1.68967800615392e-22
"gene:Zm00001eb153280",2651.86540748524,2.26413735391218,0.21352013739952,10.6038586406289,2.85933807170065e-26,3.84395113669077e-22
"gene:Zm00001eb364310",353.86534886302,3.02830038532309,0.394767068427285,7.6711069071378,1.70518345953137e-14,1.52824225588067e-10
"gene:Zm00001eb402020",401.832912623632,2.90375790970686,0.383074650512129,7.58013589733712,3.45193193878859e-14,2.32030235095522e-10
"gene:Zm00001eb287830",2096.92273567378,1.90105630167155,0.25225687892065,7.53619211418827,4.83893545309966e-14,2.60208915054981e-10
"gene:Zm00001eb325780",258.45948076456,2.32023234146396,0.312546130021882,7.4236476429944,1.13938026729389e-13,5.10575287445514e-10
"gene:Zm00001eb110930",157.798628312675,-2.47555632091146,0.350309832966668,-7.06676229995236,1.58590258834855e-12,6.09145184184676e-09
"gene:Zm00001eb101830",74.2036311102114,2.96108463281348,0.424486887978509,6.97567985412871,3.04395186060085e-12,1.02303417094969e-08
"gene:Zm00001eb273340",889.009238857459,2.47389413360343,0.356812055671354,6.93332552609164,4.11060811860656e-12,1.22802133872194e-08
"gene:Zm00001eb099240",3970.253478177,1.76724444137122,0.264599095538031,6.6789511800021,2.40658308519697e-11,6.47057994116908e-08
"gene:Zm00001eb123210",1456.63175783947,2.60073974700733,0.391174038545788,6.64854895962862,2.95996524497185e-11,7.23496232195984e-08
"gene:Zm00001eb107810",962.094729176235,1.76888431456914,0.268831227702263,6.57990639587532,4.70744530229309e-11,1.05474234868962e-07
"gene:Zm00001eb212120",2746.19203836287,4.31722153865774,0.658528176163617,6.55586457030366,5.5320420199342e-11,1.14415395223055e-07
"gene:Zm00001eb401440",36.9218621177568,8.66754796275094,1.33761913415867,6.47983251839666,9.18244876600176e-11,1.76348928551064e-07
"gene:Zm00001eb368620",605.883243297357,1.70575668509868,0.271163562756922,6.29050845827603,3.16427807280783e-10,5.67186296957227e-07
"gene:Zm00001eb153020",1052.32612064129,1.56333927198842,0.249115654874065,6.27555611781496,3.48386792121783e-10,5.85442229986148e-07
"gene:Zm00001eb076790",150.745468848588,4.1155188395202,0.681718171136155,6.03697981625054,1.57025354864747e-09,2.48349453896967e-06
"gene:Zm00001eb124110",104.100491367424,4.11175616672108,0.689480150773143,5.96355988219587,2.4680094639832e-09,3.68652058100646e-06
"gene:Zm00001eb009340",1830.45923981598,3.8732201402745,0.652570102273651,5.93533189274168,2.93251662973014e-09,4.14981971702917e-06
"gene:Zm00001eb088000",9312.40691837501,2.90224163002393,0.494883499003163,5.86449464544659,4.50502633862627e-09,5.55989510857156e-06
"gene:Zm00001eb186560",3201.97577503195,-2.35785115783067,0.40204576289062,-5.86463376924617,4.50125086158825e-09,5.55989510857156e-06
"gene:Zm00001eb230030",347.210549451914,11.9018374760128,2.03003580952464,5.86287070413784,4.54932466948988e-09,5.55989510857156e-06
"gene:Zm00001eb432920",103.232755816633,-3.07532085331311,0.534342767471542,-5.75533354342052,8.64708902226329e-09,1.01084470670258e-05
"gene:Zm00001eb157160",2353.38957872676,1.72632238880268,0.305864620163965,5.64407347236581,1.66073146891335e-08,1.65378100017309e-05
"gene:Zm00001eb232990",338.872513546181,-1.84452814212517,0.326482969624694,-5.64969175649663,1.60735795193696e-08,1.65378100017309e-05
"gene:Zm00001eb283070",706.500021900981,1.72172817757729,0.304543718657229,5.65346803135065,1.57242368661444e-08,1.65378100017309e-05
"gene:Zm00001eb401270",361.01055526412,-1.08484367330534,0.192199223317876,-5.6443707449906,1.65786476683838e-08,1.65378100017309e-05
"gene:Zm00001eb018720",494.818889354401,2.65336228014643,0.472328103637149,5.6176252476071,1.93599830977623e-08,1.85904237696263e-05
"gene:Zm00001eb000600",72.9474904371342,2.22939001965339,0.414358620910041,5.38033941409753,7.43455325159803e-08,6.89285631985229e-05
"gene:Zm00001eb006260",593.45675919323,12.6751936593875,2.36101726930292,5.36853068555901,7.93806865959667e-08,7.11436173501919e-05
"gene:Zm00001eb288890",678.850571637242,6.32835229590728,1.18828855473367,5.32560233008862,1.00619050257987e-07,8.72691743318224e-05
"gene:Zm00001eb315920",649.421331800248,1.73973785409417,0.329244687719065,5.28402710502847,1.26374540957075e-07,0.000106182258834777
"gene:Zm00001eb368050",38.1521992018824,3.69252704897541,0.701340013278419,5.26495990399103,1.40219957142379e-07,0.000114245272354156
"gene:Zm00001eb246010",89.8713337679155,3.43387168949393,0.659622091409693,5.20581668536196,1.93145245609097e-07,0.00015273812407917
"gene:Zm00001eb359860",52.7506835947597,9.18249824050804,1.77362589767414,5.17724637002063,2.251847648564e-07,0.000172986936362687
"gene:Zm00001eb155710",345.299796394128,3.28075151916581,0.635213845055097,5.1647985079438,2.40698065055892e-07,0.000179768024309938
"gene:Zm00001eb155720",419.243741294615,3.09525937522188,0.604698520292829,5.11868190734613,3.07678386901178e-07,0.000223582399692216
"gene:Zm00001eb192120",413.879265938411,1.61815835417083,0.317637655698252,5.09435303132965,3.49934168194686e-07,0.00024759684158554
"gene:Zm00001eb137430",515.602159864013,-8.44566110330186,1.66923626693039,-5.05959597848474,4.20145755824448e-07,0.000289652793252614
"gene:Zm00001eb106490",2500.80368327865,1.55218303839055,0.307153021205693,5.05345196442361,4.33895480432718e-07,0.000291653694559862
"gene:Zm00001eb058460",2265.36868274876,2.57323833727665,0.51197312021996,5.026119996634,5.00502779320253e-07,0.000328219956770332
"gene:Zm00001eb294890",1319.08852933217,3.90932644070857,0.780425509260026,5.00922431971153,5.46498464725063e-07,0.000349850100501494
"gene:Zm00001eb052000",971.504447453121,5.57706213847285,1.11824149429628,4.98735037728372,6.12129924566924e-07,0.000375849955812474
"gene:Zm00001eb233250",162.089880204177,1.51762273057257,0.304350911242374,4.98642413908857,6.15070407845757e-07,0.000375849955812474
"gene:Zm00001eb255420",2473.31813055612,2.39108623106498,0.480017239296582,4.98125074542924,6.31746179231326e-07,0.000377461322688726
"gene:Zm00001eb165620",936.749705549543,3.18893948062422,0.641554512251151,4.97064461355677,6.6730667048969e-07,0.000390040748901224
"gene:Zm00001eb075460",3647.6726253728,1.70789403479519,0.344146968039785,4.96268801821248,6.95242097719911e-07,0.000397722857050963
"gene:Zm00001eb385960",5413.81259824247,1.54298436697388,0.311566979605119,4.95233599186108,7.33278517694525e-07,0.000410742906359431
"gene:Zm00001eb186150",129.080808030968,2.13531968190644,0.431899635745377,4.94401825141919,7.65285341554726e-07,0.000419922999558815
"gene:Zm00001eb395580",45.9859119759674,2.9480290236048,0.597757108690171,4.93181759070108,8.1467977030149e-07,0.000438085899681923
"gene:Zm00001eb331080",224.321804700735,2.98645129042972,0.609601002479607,4.89902621269004,9.63127961109446e-07,0.000507757284124504
"gene:Zm00001eb144000",1381.17346554991,1.14853885068272,0.235070531639814,4.88593292689941,1.02940240944483e-06,0.000527400517661746
"gene:Zm00001eb330740",1508.34530930631,1.47942331613126,0.302913025631961,4.88398712153354,1.03961867951324e-06,0.000527400517661746
"gene:Zm00001eb253150",739.916044854938,1.28881303101489,0.264208864582192,4.87800828731829,1.07162423531336e-06,0.000533569644719819
"gene:Zm00001eb286870",508.454934854792,1.88156453878226,0.386379359062485,4.86973357828356,1.11748816423882e-06,0.000546289168579804
"gene:Zm00001eb192590",1109.40936662639,1.19344618794595,0.245455524981158,4.86216876983138,1.16106561751671e-06,0.000555856759552021
"gene:Zm00001eb420610",2194.29884554326,1.2251890552049,0.252136247634813,4.85923411131046,1.17840723377339e-06,0.000555856759552021
"gene:Zm00001eb079190",47.0777448378078,2.3397597348051,0.484028313115172,4.8339315519511,1.33862629555632e-06,0.000613807732262321
"gene:Zm00001eb286920",1257.51451964192,2.36796943100227,0.489988673162526,4.83270238823833,1.34692067554866e-06,0.000613807732262321
"gene:Zm00001eb432570",81.653537418829,2.68148678921776,0.558612853365688,4.80025973813812,1.58459978531501e-06,0.000710085573796076
"gene:Zm00001eb287800",1393.27546851018,2.9646660902811,0.622787580205779,4.76031665451891,1.93289456087799e-06,0.000851962886202074
"gene:Zm00001eb327190",206.827206648186,-1.84459597981047,0.390018707849301,-4.72950641260829,2.25066346516686e-06,0.00097602562238615
"gene:Zm00001eb285360",19815.1609937174,6.36802932611014,1.34763434673015,4.72533914081463,2.29731627573802e-06,0.000980443535012194
"gene:Zm00001eb353580",2329.13974195955,2.42631034581674,0.514991930260718,4.71135604899362,2.46073884311356e-06,0.00103377945741866
"gene:Zm00001eb090980",978.017644240459,1.7016415660253,0.36196532569638,4.70111760774748,2.58741430765279e-06,0.00105405770439183
"gene:Zm00001eb311120",192.257412206494,-11.022656565113,2.34341104143285,-4.70368039162832,2.55513130274352e-06,0.00105405770439183
"gene:Zm00001eb225480",189.878842586773,-6.21566938428649,1.32802186470197,-4.68039687409921,2.8632010747679e-06,0.00114899831786992
"gene:Zm00001eb333570",1802.77503833461,0.700559415608228,0.149870688738399,4.67442581004658,2.94777169555823e-06,0.00116554025850697
"gene:Zm00001eb255970",1621.45784086583,2.0249979426432,0.43380761469277,4.66796311096877,3.04200499703776e-06,0.00118536794717905
"gene:Zm00001eb238060",488.86303505955,-6.00691640770083,1.28868960125651,-4.66125931476744,3.14280447288679e-06,0.00120715119803581
"gene:Zm00001eb159380",72.5964867893605,2.44352685455099,0.527071924200125,4.63604062815381,3.55146191267929e-06,0.00132622439508622
"gene:Zm00001eb186570",4700.40254257012,-2.50514870602394,0.540185482658968,-4.63757132770912,3.52526972398759e-06,0.00132622439508622
"gene:Zm00001eb219670",25.8898005714815,-8.13234024862498,1.7572865182184,-4.62778275728754,3.69601417924837e-06,0.00136129771558152
"gene:Zm00001eb026460",866.521997462357,-9.10297338318823,1.97466482265498,-4.60988279061411,4.02896054111462e-06,0.00142805157950249
"gene:Zm00001eb036770",52.3304631795021,2.40883576441767,0.52266118072412,4.60879027036283,4.05018630605262e-06,0.00142805157950249
"gene:Zm00001eb050540",248.120248488782,2.9082325816043,0.631235720556691,4.60720533850573,4.08116937382326e-06,0.00142805157950249
"gene:Zm00001eb168980",277.748073617421,7.08857606632365,1.53962734545059,4.60408558426136,4.14282081307672e-06,0.00142805157950249
"gene:Zm00001eb287810",1739.76599746227,2.55998108031285,0.555925623706961,4.60489851725609,4.12667049654932e-06,0.00142805157950249
"gene:Zm00001eb032280",462.777462583525,2.55985403726422,0.558170128406387,4.58615376744144,4.5148613730247e-06,0.00153659592071538
"gene:Zm00001eb176940",187.344724703677,5.1279313925179,1.12322170557032,4.56537775853804,4.98595671407141e-06,0.00167571772714048
"gene:Zm00001eb385250",1246.46455712306,1.17863017010672,0.258841013920978,4.55349077896343,5.27629853699969e-06,0.00175140541684334
"gene:Zm00001eb311590",1139.91807588233,3.02679133102502,0.665630192150944,4.54725667001992,5.43497007332014e-06,0.0017820736629434
"gene:Zm00001eb255410",1633.9201275639,2.82917739631642,0.623128645792473,4.54027818399902,5.61800552230321e-06,0.00181989535515863
"gene:Zm00001eb141210",4933.60219061575,2.63914380464737,0.583257962483942,4.52483116288367,6.0443739162875e-06,0.00193206541762528
"gene:Zm00001eb312110",928.548028179754,3.64626813264049,0.806229825650864,4.52261627718483,6.10799124105138e-06,0.00193206541762528
"gene:Zm00001eb111500",274.866064936635,2.85855111977874,0.633185408373861,4.51455621366898,6.34494911387783e-06,0.0019385982593731
"gene:Zm00001eb156150",2934.52928882847,2.46686847465931,0.546313338837442,4.51548278119808,6.31726798209548e-06,0.0019385982593731
"gene:Zm00001eb307340",81.2164610413877,3.55402201065637,0.78671501074962,4.51754696693778,6.25601545059367e-06,0.0019385982593731
"gene:Zm00001eb029680",278.961496322307,-1.36739656190901,0.303409900523178,-4.50676315951184,6.58240351263406e-06,0.0019694944285478
"gene:Zm00001eb434030",613.259218609996,1.54701173434789,0.343289446576816,4.50643545781629,6.59257256552617e-06,0.0019694944285478
"gene:Zm00001eb019930",905.429141131656,4.03654661997362,0.898600188255972,4.49203847576291,7.05446745458912e-06,0.00208432380715975
"gene:Zm00001eb063380",437.920888353704,-4.64329575039845,1.0351927582469,-4.48544071952538,7.27633753249704e-06,0.00210524511740673
"gene:Zm00001eb126560",83.8123848741583,-6.08258335075493,1.35612166581005,-4.48527849978833,7.28187584776382e-06,0.00210524511740673
"gene:Zm00001eb286460",1527.74986294401,2.0868276790221,0.466153221997029,4.47669903488386,7.58059955780039e-06,0.00216829340755935
"gene:Zm00001eb076550",293.622231203514,3.85936608350224,0.865274999816166,4.46027688806702,8.18538323606013e-06,0.0022925041569578
"gene:Zm00001eb246020",1908.01257785798,2.16957795921211,0.486313738864445,4.46127219082506,8.1474526832219e-06,0.0022925041569578
"gene:Zm00001eb384970",216.261034824375,-3.2361544319813,0.726120946759123,-4.45677052345776,8.32035854104996e-06,0.00230628329993
"gene:Zm00001eb257510",8475.97859764693,2.43091350157206,0.546472019375702,4.44837688917572,8.65216165318574e-06,0.00237378235070617
"gene:Zm00001eb300330",341.442774415294,1.07508834488212,0.24190586354952,4.44424260374341,8.82020330831458e-06,0.00239544248839045
"gene:Zm00001eb325590",650.867824567225,0.880508981031717,0.198450813823291,4.43691292601985,9.12581863599247e-06,0.0024536588566593
"gene:Zm00001eb072900",1586.65886068461,2.89751351213756,0.653680948424131,4.43261122895317,9.30986466199139e-06,0.00247835971452438
"gene:Zm00001eb137420",111.482863486189,-2.08712258244818,0.4732512387835,-4.41017880441932,1.03285300128938e-05,0.00272258025937918
"gene:Zm00001eb087980",185.778124072021,3.8722845789973,0.878791326583239,4.40637550902195,1.05114674957102e-05,0.0027439012287103
"gene:Zm00001eb162680",577.333445995639,-6.75466939512986,1.53649951478714,-4.39614157383291,1.10192078362476e-05,0.0028487830874345
"gene:Zm00001eb280870",90.0788918842888,-6.51759267233761,1.48460123022039,-4.39013018423141,1.13282820029493e-05,0.00290079541155523
"gene:Zm00001eb409100",141.779585897564,4.37402627255926,0.996962397950145,4.38735330595487,1.14738328361336e-05,0.00291034852325589
"gene:Zm00001eb327420",1999.11160170276,1.63710337774598,0.374211427985018,4.37480861170152,1.21539065012579e-05,0.00305403816915254
"gene:Zm00001eb395070",232.532887958655,-6.92024010969796,1.58632538614326,-4.36243419549801,1.2862327987164e-05,0.00320212419065627
"gene:Zm00001eb341580",19.2027053724501,-7.70243667382514,1.76645126225661,-4.36040146614937,1.29824032765164e-05,0.00320236584307979
