"term_id","term_name","source","p_value","intersection_size","query_size","term_size","precision","recall"
"GO:0042542","response to hydrogen peroxide","GO:BP",6.02514766606998e-14,22,1325,39,0.0166037735849057,0.564102564102564
"GO:1901700","response to oxygen-containing compound","GO:BP",6.63265269275421e-12,88,1325,595,0.0664150943396226,0.147899159663866
"GO:0051259","protein complex oligomerization","GO:BP",6.63265269275421e-12,20,1325,39,0.0150943396226415,0.512820512820513
"GO:0009408","response to heat","GO:BP",8.02049817187888e-12,36,1325,133,0.0271698113207547,0.270676691729323
"GO:0009266","response to temperature stimulus","GO:BP",1.32410316433712e-11,50,1325,245,0.0377358490566038,0.204081632653061
"GO:0006970","response to osmotic stress","GO:BP",2.09893010905972e-10,32,1325,120,0.0241509433962264,0.266666666666667
"GO:0009651","response to salt stress","GO:BP",2.09893010905972e-10,28,1325,93,0.0211320754716981,0.301075268817204
"GO:0042221","response to chemical","GO:BP",2.44323597861802e-10,173,1325,1652,0.130566037735849,0.104721549636804
"GO:0000302","response to reactive oxygen species","GO:BP",6.15087713707432e-10,27,1325,91,0.020377358490566,0.296703296703297
"GO:2001141","regulation of RNA biosynthetic process","GO:BP",1.0758797202602e-08,253,1325,2811,0.190943396226415,0.0900035574528637
"GO:0006355","regulation of DNA-templated transcription","GO:BP",1.0758797202602e-08,253,1325,2811,0.190943396226415,0.0900035574528637
"GO:0051252","regulation of RNA metabolic process","GO:BP",2.28908539400988e-07,256,1325,2944,0.193207547169811,0.0869565217391304
"GO:0050896","response to stimulus","GO:BP",4.3980810189096e-07,368,1325,4589,0.277735849056604,0.0801917629113097
"GO:0019219","regulation of nucleobase-containing compound metabolic process","GO:BP",6.01435910658505e-07,257,1325,2993,0.193962264150943,0.0858670230537922
"GO:0009628","response to abiotic stimulus","GO:BP",3.90922904655367e-06,82,1325,716,0.0618867924528302,0.114525139664804
"GO:0009737","response to abscisic acid","GO:BP",1.24323430519369e-05,31,1325,177,0.0233962264150943,0.175141242937853
