"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id"
8620.36059392132,3.55747135527968,0.0921582223719842,38.6017792413619,0,0,"gene:Zm00001eb296060"
3380.76149116027,6.37576425515947,0.177779479420973,35.8633306606887,1.13983715389563e-281,1.68644606104628e-277,"gene:Zm00001eb078870"
1909.38989559664,6.1346311483104,0.173092088351332,35.4414300892754,3.93122002667757e-275,3.8776243936472e-271,"gene:Zm00001eb428070"
9624.65653297641,4.28832132018428,0.133380542934028,32.1510261230932,8.54524446554175e-227,6.32155822449615e-223,"gene:Zm00001eb398970"
4698.12162513252,2.77484856851606,0.0899864097366103,30.8363071339108,8.54915584773428e-209,5.0595614138061e-205,"gene:Zm00001eb072810"
22552.8624947169,2.93418310672324,0.0964867581141362,30.4102154956055,4.02498934416971e-203,1.98505766138876e-199,"gene:Zm00001eb128730"
3961.6366092557,5.20342478239019,0.178161427655885,29.2062364500159,1.61598725880191e-187,6.83123985360104e-184,"gene:Zm00001eb012040"
7623.09674517615,2.6635641598043,0.0946528332927956,28.140353195397,3.14499527646138e-174,1.16329444032211e-170,"gene:Zm00001eb234120"
2762.99026428608,3.02505365770361,0.109321021182698,27.6712897938276,1.54754171253938e-168,5.08814520175031e-165,"gene:Zm00001eb143060"
24086.6314715438,3.78627842719392,0.139249062494418,27.1906924137869,8.3685370560057e-163,2.47633380024265e-159,"gene:Zm00001eb023950"
2902.7803680931,3.20922679632058,0.118081731397414,27.1780127064672,1.18181194375327e-162,3.17918156614574e-159,"gene:Zm00001eb073680"
1604.12334435733,5.55301017379554,0.205554156742006,27.0148279256897,9.89661936124328e-161,2.44042386265458e-157,"gene:Zm00001eb128310"
2016.92364138284,4.24847689545565,0.157649035593288,26.9489558211831,5.86731320887773e-160,1.33553588587616e-156,"gene:Zm00001eb018720"
4737.02266385039,4.58721008762664,0.171795613338468,26.7015554034491,4.51505899847191e-157,9.54322220169873e-154,"gene:Zm00001eb251960"
1490.6204511965,4.04524873190315,0.152018496968488,26.6102402837314,5.1672249902587e-156,1.01935569791163e-152,"gene:Zm00001eb303630"
15953.4190666189,2.95964980258824,0.111308611076859,26.5895852437201,8.95786916929436e-156,1.65670191617868e-152,"gene:Zm00001eb265760"
9489.02446526775,3.93316735049252,0.150568638793035,26.1220887830358,2.04617044063525e-150,3.56166055934339e-147,"gene:Zm00001eb184470"
7179.89905281882,2.9929648807403,0.115164239809423,25.9886652809339,6.65181885387717e-149,1.09352206502822e-145,"gene:Zm00001eb347850"
3115.9517447137,3.84419823133667,0.148783730845407,25.8374904937084,3.36336131691718e-147,5.23816972257349e-144,"gene:Zm00001eb058130"
1518.88954472099,-4.18981729888945,0.162733379382997,-25.7465144199372,3.52657683925941e-146,5.21774676252626e-143,"gene:Zm00001eb340280"
4130.46535121382,6.85236523452115,0.267968869435302,25.5714973495292,3.16680079177272e-144,4.46232391568318e-141,"gene:Zm00001eb072870"
5722.815676556,2.2287109534861,0.0875975644347036,25.4426132492235,8.52180456066968e-143,1.14622144888535e-139,"gene:Zm00001eb107250"
3092.21271024918,4.41429703848745,0.174411715172379,25.3096360764791,2.50209243794878e-141,3.21910510136271e-138,"gene:Zm00001eb081380"
1851.73231376309,2.83149717836023,0.112022694773295,25.2761030618879,5.85089825853254e-141,7.21391376534318e-138,"gene:Zm00001eb107190"
6997.73768457881,2.78869461757163,0.110626664747566,25.2081595692596,3.26001552075967e-140,3.85868477099198e-137,"gene:Zm00001eb312170"
8579.29246401494,-2.347838830435,0.0931882707113567,-25.1945745157912,4.59344942687007e-140,5.22787546117355e-137,"gene:Zm00001eb272290"
2980.72646261489,-3.3668005315711,0.134068672353299,-25.112507437225,3.63124729487265e-139,3.97971254453987e-136,"gene:Zm00001eb011880"
1230.26569181396,4.49090293681411,0.180156141312897,24.9278370644844,3.71451472570539e-137,3.92557875886958e-134,"gene:Zm00001eb050380"
1410.14636320261,3.17480540130683,0.129933703146861,24.4340407793845,7.43814300626018e-132,7.58972723097396e-129,"gene:Zm00001eb012560"
2345.6011079149,4.00510807973539,0.164210027556601,24.3901553353974,2.17529350562407e-131,2.14563700416407e-128,"gene:Zm00001eb048370"
3052.5181473859,3.7289844883053,0.153342966232027,24.3179363223148,1.26662911114077e-130,1.20905877508925e-127,"gene:Zm00001eb107230"
3806.6951481555,-3.43898284744553,0.141590044670651,-24.2883096438374,2.60542261458492e-130,2.4092831433807e-127,"gene:Zm00001eb316870"
1688.66195035166,2.84784337600707,0.117780865108344,24.1791684361242,3.68546916308196e-129,3.30474903044722e-126,"gene:Zm00001eb019650"
